edge_id,road_name,road_class,road_surface,lanes,highway_rt,length_feature_m,length_calc_m,from,to
404633,Springfield Rd,arterial,paved,1,NA,38.0522,38.052200987500036,5966,5986
382601,Dilworth Dr,collector,paved,2,NA,11.5017,11.50173899895061,5987,5986
382605,Springfield Rd,arterial,paved,1,NA,10.1178,10.117806086393104,5986,5991
404626,Benvoulin Crt,local,paved,1,NA,30.323,30.32295794449582,5879,5863
450071,Cooper Rd,collector,paved,1,NA,149.2481,149.24808462505231,5704,5720
450063,Cooper Rd,collector,paved,1,NA,144.6269,144.62688469061374,5720,5709
382594,mall access,service,paved,2,NA,83.585,83.58499314985063,5816,5813
404624,Springfield Rd,arterial,paved,1,NA,149.5107,149.51073540041287,5879,5813
404625,Springfield Rd,arterial,paved,1,NA,38.4596,38.459589181419595,5901,5879
382566,mall access,service,paved,2,NA,73.7992,73.79924250987182,5894,5901
382569,mall access,service,paved,2,NA,178.7513,178.75129803705585,5894,5816
450064,mall access,service,paved,2,NA,161.9316,161.93158644001215,5816,5746
382565,mall access,service,paved,2,NA,227.4012,227.40119809695085,5902,5894
450062,Cooper Rd,collector,paved,1,NA,140.4476,140.4476484672784,5709,5701
450069,mall access,service,paved,2,NA,11.2201,11.22008778931011,5709,5704
450068,mall access,service,paved,2,NA,74.2318,74.23183932802117,5746,5709
450070,Cooper Rd,collector,paved,1,NA,138.4646,138.46456868447817,5695,5704
450067,mall access,service,paved,2,NA,142.0053,142.00527518297093,5746,5733
382550,mall access,service,paved,2,NA,130.5527,130.5526713629407,5902,5895
382623,mall access,service,paved,2,NA,13.3274,13.327447054785257,5701,5695
382625,Cooper Rd,collector,paved,1,NA,98.653,98.65302898543108,5683,5695
423355,mall access,service,paved,2,NA,61.3268,61.32684170899988,5733,5701
382624,Cooper Rd,collector,paved,1,NA,100.6165,100.61646975027767,5701,5696
423358,mall access,service,paved,2,NA,100.704,100.70402176677686,5727,5733
382629,mall access,service,paved,2,NA,14.738,14.738010517046161,5696,5683
423357,mall access,service,paved,2,NA,58.642,58.64204973405304,5727,5696
423356,mall access,service,paved,2,NA,181.356,181.35603105493675,5830,5727
382562,mall access,service,paved,2,NA,158.992,158.99201668540007,5895,5830
382564,mall access,service,paved,3,NA,103.4652,103.46516321932185,5830,5824
382630,Harvey Ave,arterial,paved,2,97,17.7956,17.795566779330866,5669,5692
382639,Cooper Rd,collector,paved,1,NA,16.5302,16.530189170189182,5692,5691
382642,Harvey Ave,arterial,paved,2,97,18.116,18.11596757015298,5691,5665
382505,Dilworth Dr,collector,paved,2,NA,23.721,23.721042786706157,5913,5911
332196,Chilcotin Cres,local,paved,2,NA,408.458,408.45798100973644,5632,5864
618769,NA,unclassified,loose,1,NA,104.0396,104.03956089227043,5742,5795
646705,NA,unclassified,loose,1,NA,45.1291,45.12905866802903,5795,5799
594627,NA,unclassified,loose,1,NA,23.4124,23.41242082753871,5809,5795
637719,NA,unclassified,loose,1,NA,220.6466,220.64659911586915,5858,5809
332195,Waddington Crt,local,paved,2,NA,28.6348,28.63482018541372,5864,5875
526014,Waddington Crt,local,paved,2,NA,73.8909,73.8909474154012,5875,5917
332193,Chilcotin Crt,local,paved,2,NA,146.6243,146.62428581364642,5899,5971
646729,NA,unclassified,rough,2,NA,116.2438,116.2437609360256,5996,6025
465746,Dilworth Dr,collector,paved,2,NA,184.1731,184.1730912389174,6063,6021
332325,Enterprise Way,local,paved,2,NA,107.046,107.0460181417528,6095,6113
332327,mall access,service,paved,2,NA,122.3264,122.32643884714203,6095,6125
423365,Enterprise Way,local,paved,2,NA,81.6793,81.67925329301141,6113,6138
332333,Banks Rd,local,paved,2,NA,119.3972,119.3971942718558,6113,6150
332331,mall access,service,paved,2,NA,105.8001,105.80006635628264,6125,6150
423374,mall access,service,paved,2,NA,111.9476,111.94764394336326,6138,6179
423366,Enterprise Way,local,paved,2,NA,206.4114,206.4113722343082,6138,6203
423368,Banks Rd,local,paved,2,NA,123.2436,123.24362785187319,6150,6168
423373,mall access,service,paved,2,NA,96.2873,96.28733042306241,6150,6179
423369,Banks Rd,local,paved,2,NA,15.1529,15.152887513579069,6168,6173
423371,mall access,service,paved,2,NA,171.4825,171.48254842371975,6168,6220
423375,mall access,service,paved,2,NA,144.5158,144.5158120297973,6179,6220
655558,NA,unclassified,loose,1,NA,398.6661,398.66606210664844,5571,5385
592811,NA,unclassified,loose,1,NA,28.0232,28.023188583755307,5404,5412
595825,NA,unclassified,loose,1,NA,36.8757,36.87568909985641,5416,5404
640049,NA,unclassified,loose,1,NA,49.7593,49.75927262766777,5412,5411
556601,Bernard Ave,local,paved,2,NA,118.0189,118.01891106082353,5411,5481
599785,NA,unclassified,loose,1,NA,28.8202,28.820179313131266,5412,5423
620299,NA,unclassified,loose,1,NA,27.0367,27.03670558737437,5423,5416
623441,NA,unclassified,loose,1,NA,75.1248,75.12480552631216,5441,5418
646701,NA,unclassified,loose,1,NA,36.3064,36.30644872369588,5423,5441
600439,NA,unclassified,loose,1,NA,78.9035,78.90353212358308,5482,5441
556602,Bernard Ave,local,paved,2,NA,93.041,93.04097706265085,5481,5553
602805,NA,unclassified,loose,1,NA,27.8108,27.810838879687218,5482,5481
602255,NA,unclassified,loose,1,NA,64.9245,64.92448873531278,5572,5571
655692,NA,unclassified,loose,1,NA,131.8378,131.83782060525695,5629,5571
622241,NA,unclassified,loose,1,NA,112.2963,112.29631673694102,5572,5629
332197,Nechako Crt,local,paved,2,NA,94.8483,94.84828353581263,5632,5635
608449,NA,unclassified,loose,1,NA,205.8214,205.8213801427699,5742,5629
604265,NA,unclassified,loose,1,NA,226.3167,226.31673278802185,5634,5742
435583,Benvoulin Rd,strata,paved,2,NA,146.9898,146.98982623349028,5661,5732
435579,Benvoulin Rd,collector,paved,4,NA,27.7982,27.798201380705606,5739,5732
402049,Benvoulin Rd,collector,paved,2,NA,90.8883,90.8882833306355,5772,5739
382535,Benvoulin Rd,collector,paved,2,NA,136.7637,136.76366877246255,5739,5801
402048,Benvoulin Rd,collector,paved,2,NA,48.3669,48.36693085622361,5796,5772
402050,turning lane,yield,paved,1,NA,67.5467,67.5466587911058,5779,5772
382532,Cooper Rd,collector,paved,2,NA,11.2045,11.20446339637378,5796,5801
402047,Cooper Rd,collector,paved,2,NA,36.6437,36.64368977048883,5779,5796
382534,Benvoulin Rd,collector,paved,2,NA,239.8665,239.86650399160527,5905,5796
382576,Springfield Rd,arterial,paved,4,NA,193.9558,193.9557939323916,5306,5413
382583,Springfield Rd,arterial,paved,2,NA,93.5543,93.55428293388006,5419,5477
382582,Springfield Rd,arterial,paved,2,NA,93.1886,93.18862969926573,5476,5419
382585,Barlee Rd,local,paved,2,NA,14.0698,14.06982586955998,5476,5477
382586,Springfield Rd,arterial,paved,2,NA,367.2883,367.2882927619619,5477,5722
382587,Springfield Rd,arterial,paved,2,NA,367.3971,367.39709862878595,5721,5476
382615,Springfield Rd,arterial,paved,1,NA,156.6913,156.69132075527224,5722,5814
382596,Springfield Rd,arterial,paved,1,NA,122.6684,122.66841264155718,5814,5863
382595,mall access,service,paved,2,NA,14.0801,14.080127840328723,5813,5814
382619,Springfield Rd,arterial,paved,1,NA,156.4861,156.48606353623026,5813,5721
382580,Ambrosi Rd,local,paved,2,NA,181.0443,181.04433158763558,5405,5413
382584,Barlee Rd,local,paved,2,NA,174.6283,174.6282909496665,5465,5476
452970,Ambrosi Rd,local,paved,2,NA,110.2655,110.26548157062341,5400,5405
423345,Agassiz Rd,local,paved,2,NA,118.8103,118.81031100039684,5465,5552
414271,Barlee Rd,local,paved,2,NA,267.0915,267.0914637348226,5451,5465
452972,Ambrosi Lane,lane,paved,2,NA,258.4456,258.4455538000515,5392,5400
452969,Ambrosi Rd,local,paved,2,NA,157.9758,157.97576752145312,5392,5400
404611,Spall Rd,arterial,paved,4,NA,75.0493,75.04931711878372,5203,5212
452968,Ambrosi Rd,local,paved,2,NA,66.6395,66.63953566771431,5391,5392
452971,Ambrosi Lane,lane,paved,2,NA,104.1742,104.17424112524972,5451,5392
414274,turning lane,yield,paved,1,NA,108.5486,108.54857534677306,5451,5490
414270,Barlee Rd,local,paved,1,NA,67.3951,67.39510367969963,5444,5451
414275,Harvey Ave,arterial,paved,2,97,35.6976,35.69761896812156,5444,5468
414276,Harvey Ave,arterial,paved,2,97,36.14,36.140005534130204,5468,5490
414278,Hardy St,local,paved,1,NA,13.548400000000001,13.548431643574984,5468,5470
414269,turning lane,yield,paved,1,NA,60.3933,60.39331195254255,5471,5439
414268,Harvey Ave,arterial,paved,2,97,41.336,41.3359862226428,5470,5439
414277,Hardy St,local,paved,1,NA,34.9125,34.91246195849702,5470,5471
382638,Cooper Rd,collector,paved,1,NA,16.8996,16.899622148698167,5665,5669
414265,Hardy St,local,paved,2,NA,105.0154,105.0154274380682,5473,5471
382634,Cooper Rd,local,paved,2,NA,96.3967,96.39671836745077,5666,5674
404597,Enterprise Way,local,paved,2,NA,249.6376,249.6376476259953,5177,5315
423521,Hardy St,local,paved,2,NA,15.6231,15.623060135568544,5440,5446
645445,NA,unclassified,paved,2,NA,62.4806,62.4805650231352,5440,5428
599775,NA,unclassified,loose,1,NA,128.342,128.34196137705575,5374,5319
594029,NA,unclassified,loose,1,NA,142.3399,142.33994771458435,5366,5374
600353,NA,unclassified,loose,1,NA,135.3095,135.3095344638018,5418,5374
608443,NA,unclassified,loose,1,NA,33.2448,33.24478976677591,5416,5418
404595,Clement Ave,collector,paved,2,NA,17.1129,17.11286066096985,5154,5136
404622,Clement Ave,collector,paved,2,NA,18.1395,18.139459749370985,5137,5156
404585,Bernard Ave,local,paved,2,NA,44.9387,44.93872774094679,5141,5181
404583,Spall Rd,arterial,paved,2,NA,104.2971,104.29712364410813,5147,5141
404592,Spall Rd,arterial,paved,2,NA,96.3915,96.39154527243858,5154,5147
404587,turning lane,yield,paved,1,NA,115.6121,115.61211987511062,5147,5181
526073,Spall Rd,arterial,paved,2,NA,122.8176,122.81760356720008,5157,5166
605755,NA,unclassified,loose,1,NA,13.5697,13.569658249102279,5167,5157
404596,Enterprise Way,local,paved,2,NA,14.5496,14.54957044039061,5166,5177
404598,Spall Rd,arterial,paved,2,NA,112.22,112.22000712889617,5166,5174
465490,Spall Rd,arterial,paved,2,NA,25.3063,25.306339541698964,5170,5167
465491,Spall Rd,arterial,paved,2,NA,27.957,27.957023303827643,5173,5170
404600,Enterprise Crt,local,paved,2,NA,12.3911,12.391125856884253,5174,5185
404599,Spall Rd,arterial,paved,2,NA,111.752,111.751957477263,5185,5177
404606,Spall Rd,arterial,paved,2,NA,15.2738,15.273833834325433,5183,5187
404605,Harvey Ave,arterial,paved,2,97,12.3794,12.379418403188847,5196,5183
404608,Harvey Ave,arterial,paved,2,97,12.3491,12.349089035272776,5187,5201
404607,Spall Rd,arterial,paved,2,NA,15.5724,15.572411502397436,5201,5196
611121,NA,unclassified,paved,2,NA,16.6998,16.69982332230832,5630,5622
382543,turning lane,yield,paved,1,NA,74.8594,74.85943719295128,5193,5225
382541,Benvoulin Rd,collector,paved,4,NA,66.8003,66.80029940053821,5252,5225
382540,KLO Rd,arterial,paved,1,NA,70.4074,70.40738597614397,5193,5252
382544,KLO Rd,collector,paved,1,NA,154.2975,154.29745014888323,5252,5322
404356,Benvoulin Rd,collector,paved,2,NA,13.4629,13.46291201783626,5254,5252
404357,KLO Rd,collector,paved,1,NA,62.3982,62.39823715463284,5283,5254
404355,Benvoulin Rd,collector,paved,4,NA,63.8834,63.883409426821494,5272,5254
404359,KLO Rd,collector,paved,1,NA,83.7418,83.7417966630852,5322,5283
382548,turning lane,yield,paved,1,NA,73.4154,73.41535921529679,5283,5272
404360,KLO Rd,collector,paved,2,NA,202.7015,202.70147801435758,5322,5437
556587,KLO Rd,collector,paved,2,NA,152.791,152.7909810155116,5437,5535
614815,Kelowna Christian School Access,restricted,paved,2,NA,290.5645,290.564466164347,5320,5304
382546,Benvoulin Rd,collector,paved,4,NA,39.4083,39.40833731590218,5333,5320
423504,Boyd Rd,local,loose,2,NA,110.9374,110.93739220487392,5422,5420
550057,Byrns Rd,collector,paved,2,NA,683.5585,683.5585082301061,5042,5466
603943,NA,driveway,loose,2,NA,184.1984,184.19842635190702,5466,5443
550058,Byrns Rd,collector,paved,2,NA,263.8847,263.88465886962365,5466,5633
435582,Benvoulin Rd,collector,paved,4,NA,235.7699,235.76993022858196,5717,5633
435586,Benvoulin Rd,strata,paved,2,NA,41.8169,41.816862627389895,5675,5664
435581,Benvoulin Rd,collector,paved,4,NA,73.7692,73.76916700087736,5732,5717
435584,Benvoulin Rd,strata,paved,2,NA,65.4976,65.49763354499915,5717,5675
435587,Benvoulin Rd,strata,paved,2,NA,6.5215,6.521502894337125,5675,5667
435585,Benvoulin Rd,strata,paved,2,NA,28.6901,28.690137865289458,5675,5689
822062,unsigned,resource,loose,2,NA,591.5642,591.5642158571469,4916,5282
724000,NA,unclassified,rough,2,NA,28.8702,28.870150995643698,5140,5148
543576,Pioneer Rd,local,paved,2,NA,21.0052,21.00517376744336,5140,5162
655442,NA,unclassified,loose,1,NA,348.9697,348.9696659642611,5849,5648
465524,Ward Rd,local,paved,2,NA,213.7917,213.79170251352713,5771,5880
706137,private driveway,driveway,loose,2,NA,40.2182,40.21824394912083,5802,5817
465519,Berard Rd,local,loose,2,NA,199.1397,199.1396724345088,5849,5861
465520,Berard Rd,local,loose,2,NA,9.911,9.91100020176432,5861,5865
784117,NA,resource,loose,1,NA,122.1612,122.1612487245046,5910,5921
810071,NA,resource,loose,1,NA,137.0875,137.08753945643767,5924,5933
465842,Spiers Rd,local,paved,2,NA,234.6072,234.6072127894637,6098,6187
654434,NA,unclassified,loose,1,NA,724.3002,724.3002000018299,6112,6102
654858,NA,unclassified,loose,1,NA,1037.375,1037.3750252023021,6238,6102
656426,NA,unclassified,loose,1,NA,169.2895,169.28952198986025,6112,6139
654340,NA,unclassified,loose,1,NA,405.9136,405.91355388021213,6238,6112
465843,Spiers Rd,local,paved,2,NA,52.6315,52.631471847928516,6187,6197
654450,private driveway,driveway,loose,2,NA,520.6803,520.6802755894853,6389,6238
465725,Hart Rd,local,paved,2,NA,14.7736,14.77364037734665,6386,6389
780653,NA,unclassified,loose,1,NA,218.8787,218.87870453503564,4107,4214
687191,NA,unclassified,rough,2,NA,180.8678,180.867801569915,4810,4725
692669,NA,unclassified,loose,1,NA,182.8846,182.88461221836894,4277,4116
681737,NA,unclassified,loose,1,NA,62.485,62.48501104037541,4116,4168
811561,NA,unclassified,loose,1,NA,305.4854,305.48535347219786,4168,4269
423719,Casorso Rd,collector,paved,1,NA,42.0087,42.00868727545492,4918,4928
465816,Gordon Dr,arterial,paved,2,NA,286.8551,286.8551397290452,4368,4255
821418,NA,unclassified,loose,1,NA,183.5493,183.54932494476367,4618,4461
465815,Gordon Dr,arterial,paved,2,NA,79.6174,79.61740196725367,4396,4368
465583,Benvoulin Rd,collector,paved,2,NA,219.1298,219.12978200600298,4916,4885
459094,Barnes Ave,local,paved,2,NA,130.421,130.42097859227118,4051,4203
459096,Barnes Ave,local,paved,2,NA,27.7997,27.799716851245325,4203,4239
465670,Gordon Dr,arterial,paved,2,NA,154.8482,154.84821324558342,4391,4397
465582,Benvoulin Rd,collector,paved,2,NA,72.838,72.83797829426285,4934,4916
465581,Benvoulin Rd,collector,paved,2,NA,80.0453,80.04532578482217,4958,4934
404296,Lanfranco Rd,local,paved,2,NA,104.3633,104.36325981876567,4240,4369
404293,Lanfranco Rd,local,paved,2,NA,39.0512,39.05124837953327,4072,4113
404294,Lanfranco Rd,local,paved,2,NA,71.1126,71.11258679024411,4113,4202
404297,Lanfranco Rd,strata,paved,2,NA,124.9388,124.9388112148559,4113,4240
404295,Lanfranco Rd,local,paved,2,NA,31.204,31.204006153010134,4202,4240
404348,St Amand Rd,local,paved,2,NA,360.973,360.97304216241446,4911,4927
404336,Lowe Crt,local,paved,2,NA,9.5336,9.533624704175978,4206,4210
682919,NA,alleyway,loose,1,NA,350.214,350.2140074255049,3121,3350
682931,NA,alleyway,loose,1,NA,42.4032,42.40317735714491,3350,3352
822068,NA,alleyway,loose,1,NA,196.1769,196.17691319247226,3546,3382
814207,NA,alleyway,loose,1,NA,206.458,206.4579860891429,3803,3583
821458,NA,alleyway,paved,2,NA,48.1149,48.114899177316325,3824,3816
465712,Kelglen Cres,local,paved,2,NA,189.8068,189.80684876447214,4626,4748
465538,Athans Crt,local,paved,2,NA,39.6338,39.633818932174826,4656,4659
465539,Leaside Ave,local,paved,2,NA,27.3143,27.31428753561277,4672,4682
465844,Burtch Rd,collector,paved,2,NA,46.0599,46.059908923042826,4699,4697
465845,Burtch Rd,collector,paved,2,NA,57.2903,57.29027151271721,4699,4701
404582,turning lane,yield,paved,1,NA,69.8812,69.88116516480989,5076,5125
404578,Bernard Ave,collector,paved,2,NA,63.7333,63.733324563811294,5076,5124
404618,turning lane,yield,paved,1,NA,76.636,76.63604466168897,5132,5087
404617,Clement Ave,collector,paved,2,NA,76.6676,76.66759419719695,5136,5087
404580,Spall Rd,arterial,paved,2,NA,26.0432,26.043233286210835,5124,5125
332475,Bernard Ave,collector,paved,2,NA,16.8668,16.866831356291097,5124,5141
404614,Spall Rd,arterial,paved,2,NA,91.853,91.85303478923248,5125,5132
404615,Spall Rd,arterial,paved,2,NA,72.0345,72.03450562058804,5132,5136
404591,Spall Rd,arterial,paved,2,NA,22.4377,22.437691503386976,5136,5137
686920,NA,unclassified,rough,2,NA,446.5734,446.5734478692384,1743,1652
687068,NA,unclassified,rough,2,NA,698.0353,698.0352860747902,1743,1868
686968,NA,unclassified,rough,2,NA,303.1935,303.1934981323334,1791,1743
809049,NA,alleyway,loose,1,NA,192.4675,192.46745112005405,2815,2919
682241,NA,alleyway,loose,1,NA,189.6347,189.63468945761295,3043,2923
682923,NA,alleyway,loose,1,NA,166.2544,166.25438835462205,3402,3536
682849,NA,alleyway,loose,1,NA,57.4001,57.4000868466121,3406,3404
682911,NA,alleyway,loose,1,NA,169.6544,169.65440974307828,3551,3406
682925,NA,alleyway,loose,1,NA,208.2137,208.21372018224017,3536,3744
682909,NA,alleyway,loose,1,NA,206.9199,206.91986353309665,3769,3551
680987,NA,alleyway,loose,1,NA,206.6497,206.6497119434738,3573,3790
465813,Clifton Rd,collector,paved,2,NA,14.6425,14.642513889349093,4617,4619
332479,Dilworth Cres,local,paved,2,NA,82.2017,82.20167522617578,5112,5057
332482,Glenmore Dr,arterial,paved,2,NA,479.835,479.83497768377356,5084,5112
332484,Highland Dr N,local,paved,2,NA,17.118,17.11800236609573,5084,5098
404575,Glenmore Dr,arterial,paved,2,NA,66.8521,66.85207551002017,5112,5119
556598,Bernard Ave,local,paved,2,NA,111.0802,111.08022196846079,5264,5303
556599,Bernard Ave,local,paved,2,NA,116.8453,116.84534911029775,5303,5362
654402,NA,unclassified,loose,1,NA,236.7543,236.75425018959004,5385,5332
645061,NA,unclassified,loose,1,NA,62.631,62.630983625771535,5362,5366
556600,Bernard Ave,local,paved,2,NA,95.7038,95.70383773068917,5362,5411
594247,NA,unclassified,loose,1,NA,76.1516,76.15160734723617,5404,5366
822660,NA,unclassified,paved,2,NA,192.505,192.5049864330615,1066,1076
686772,NA,unclassified,rough,2,NA,1215.9465,1215.9465310517207,1084,1200
822628,NA,unclassified,loose,1,NA,94.6816,94.68159103024828,1561,1583
822730,NA,unclassified,loose,1,NA,100.2538,100.25383354725518,1571,1581
822346,NA,unclassified,rough,2,NA,388.2723,388.2723401658855,1581,1633
822626,NA,unclassified,rough,2,NA,27.4869,27.48687128436015,1604,1601
822744,NA,unclassified,loose,1,NA,86.802,86.80199770265884,1720,1696
822736,NA,unclassified,loose,2,NA,169.1634,169.16336597283927,1739,1755
686994,NA,unclassified,paved,2,NA,186.3618,186.36175029300338,1902,1860
801091,NA,unclassified,loose,1,NA,416.5257,416.5256831882104,2393,2399
809347,NA,alleyway,loose,2,NA,215.8857,215.88572548368623,3128,3265
815265,NA,alleyway,loose,1,NA,215.0077,215.00772998999,3278,3148
725163,NA,unclassified,loose,1,NA,188.3795,188.37948503007144,3414,3434
404335,Lowe Crt,local,paved,2,NA,195.7571,195.7570943797399,4193,4206
377658,Gordon Dr,arterial,paved,4,NA,393.6741,393.674058662793,4246,4281
377664,Cameron Ave,strata,paved,2,NA,75.0806,75.080646694158645,4304,4301
377666,Cameron Ave,strata,paved,2,NA,133.2555,133.2554557983908,4304,4458
404340,Gordon Dr,arterial,paved,4,NA,9.6255,9.625487000639904,4322,4324
377665,Cameron Ave,strata,paved,2,NA,86.9134,86.91338349499546,4458,4452
404343,Holland Rd,local,paved,2,NA,167.7086,167.70855672862115,4470,4483
404344,Holland Rd,local,paved,2,NA,9.8326,9.832598842675685,4483,4486
377670,Cameron Ave,strata,paved,2,NA,131.6522,131.65219400243024,4531,4651
822096,NA,alleyway,loose,1,NA,161.4183,161.4182508812041,4700,4756
390727,Stillingfleet Rd,strata,paved,2,NA,45.0059,45.00588850366775,4765,4804
390726,Burtch Rd,local,paved,2,NA,26.4186,26.41855408614274,4804,4806
404347,St Amand Rd,local,paved,2,NA,11.2446,11.244554237450096,4910,4911
404349,KLO Rd,arterial,paved,1,NA,53.39,53.38998033334575,4943,4910
404350,KLO Rd,arterial,paved,1,NA,53.1907,53.19069467491471,4911,4944
404351,Burtch Rd,local,paved,2,NA,169.5544,169.55438655487131,4930,4943
404354,KLO Rd,arterial,paved,1,NA,497.0232,497.0231785339635,5254,4943
404352,Burtch Rd,local,paved,2,NA,11.2285,11.22853507805143,4943,4944
404353,KLO Rd,arterial,paved,1,NA,418.8291,418.8290940228463,4944,5193
685808,NA,unclassified,rough,2,NA,2126.6493,2126.6493297580255,1040,1158
683939,NA,unclassified,rough,2,NA,156.6921,156.69207929966313,1200,1184
686972,NA,unclassified,rough,2,NA,100.4174,100.4173509088947,1200,1208
686834,NA,unclassified,loose,1,NA,423.3358,423.3358010133353,1236,1208
686840,NA,unclassified,rough,2,NA,231.338,231.33804213465874,1235,1208
686902,NA,unclassified,loose,1,NA,34.2974,34.29738040510972,1239,1236
686934,NA,unclassified,rough,2,NA,472.5071,472.50707035451063,1235,1241
726021,NA,unclassified,loose,1,NA,50.5946,50.594646788049715,1494,1500
822764,NA,unclassified,rough,2,NA,713.1191,713.1191064030866,1719,1599
822342,NA,unclassified,loose,1,NA,91.3836,91.38357990405615,1599,1614
822782,private driveway,restricted,paved,2,NA,385.5226,385.5225751539274,1998,1986
822340,NA,unclassified,rough,2,NA,270.4726,270.4726259556223,2372,2299
822656,NA,unclassified,paved,2,NA,36.0187,36.01874668835729,2409,2405
822658,NA,unclassified,paved,2,NA,44.8935,44.89349334808607,2409,2416
814907,NA,alleyway,loose,1,NA,172.9626,172.96264046644563,3119,2981
682917,NA,alleyway,loose,1,NA,190.7656,190.7655687337637,3059,3040
682831,NA,alleyway,loose,1,NA,117.8349,117.83492931992048,3066,3059
790933,NA,alleyway,loose,1,NA,217.0049,217.0048632609956,3100,3255
822244,Shannon Lake Rd,strata,paved,2,NA,41.7771,41.777119104415675,896,904
822180,NA,unclassified,rough,2,NA,26.3735,26.373533238509047,1062,1060
822182,NA,unclassified,rough,2,NA,27.0133,27.013341185412404,1062,1067
822134,NA,unclassified,rough,2,NA,264.7016,264.70155810656314,1089,1128
745415,NA,unclassified,loose,2,NA,234.2438,234.243822424528,1194,1216
822750,NA,unclassified,rough,2,NA,654.5251,654.5250881769416,1522,1455
822762,access road,restricted,paved,2,NA,136.8753,136.8752844247121,1624,1628
819575,NA,unclassified,rough,2,NA,387.1029,387.1029258084664,1654,1702
693719,NA,unclassified,rough,2,NA,209.9673,209.96727236168257,1702,1742
817463,NA,unclassified,rough,2,NA,65.7991,65.79912623753722,1724,1722
689010,NA,unclassified,loose,1,NA,32.2271,32.2271456638825,1759,1750
686956,NA,trail,rough,1,NA,146.3909,146.39087915156443,1932,1897
686984,NA,unclassified,loose,1,NA,61.3666,61.36662885476804,1936,1923
686976,NA,unclassified,loose,1,NA,127.5807,127.58074974196091,1981,1936
687002,NA,unclassified,loose,1,NA,259.0303,259.0302963120118,1988,1936
686952,NA,unclassified,loose,1,NA,355.9803,355.9803360079239,2004,1981
686866,NA,unclassified,loose,1,NA,512.5821,512.5821307615773,1988,1994
689726,NA,unclassified,loose,1,NA,14.7875,14.78747760192976,1990,1988
689392,NA,alleyway,loose,1,NA,250.4746,250.47459757800502,2010,2095
822646,private driveway,driveway,rough,2,NA,260.7204,260.72036696100065,2217,2249
404370,Lanfranco Rd,strata,paved,2,NA,90.5875,90.58747153994838,4062,4052
404291,Lanfranco Rd,strata,paved,2,NA,49.3304,49.33041658043716,4072,4062
685772,NA,unclassified,rough,2,NA,536.0626,536.0625852235598,514,575
686408,NA,unclassified,rough,2,NA,241.0741,241.07405204836832,577,552
692621,NA,unclassified,rough,2,NA,257.3732,257.37320323397955,575,599
685700,NA,unclassified,rough,2,NA,278.5747,278.5746697997289,593,576
685714,NA,unclassified,loose,1,NA,175.9782,175.9781596878535,620,620
822154,NA,unclassified,loose,2,NA,128.1706,128.17063641178157,698,674
822166,NA,unclassified,rough,2,NA,595.0592,595.0592349215865,708,761
822702,NA,unclassified,loose,1,NA,40.5946,40.594629706507284,710,708
822618,NA,unclassified,loose,1,NA,122.6968,122.69682158538981,720,723
678753,NA,unclassified,rough,2,NA,182.4915,182.49151450638428,761,758
822122,NA,unclassified,rough,2,NA,161.9542,161.95424450296855,761,771
822114,Shannon Lake Rd,strata,paved,2,NA,139.4366,139.43657156401784,764,767
822174,Shannon Lake Rd,strata,paved,2,NA,40.6754,40.67538339162599,764,773
822144,Shannon Lake Rd,strata,paved,2,NA,67.0152,67.01519978250498,773,781
822118,NA,unclassified,rough,2,NA,175.9582,175.95816305560336,783,785
822178,Shannon Lake Rd,strata,paved,2,NA,144.8032,144.80324661074684,868,841
822146,NA,unclassified,rough,2,NA,30.8015,30.801506185128062,857,860
822148,Shannon Lake Rd,strata,paved,2,NA,48.8142,48.814192810056085,865,859
822250,Shannon Lake Rd,strata,paved,2,NA,56.5975,56.59748451117116,868,862
822636,NA,alleyway,paved,1,NA,254.4624,254.46240375566555,863,873
822186,Shannon Lake Rd,strata,paved,2,NA,170.0588,170.05883608031994,865,896
822128,Shannon Lake Rd,strata,paved,2,NA,98.2227,98.22271444743542,896,868
655806,NA,unclassified,rough,2,NA,216.1282,216.12820541795375,8984,8962
367566,Hydraulic Lake Rd,local,loose,2,NA,1070.3804,1070.3803785793862,9064,8971
655740,NA,unclassified,rough,2,NA,2562.6984,2562.6984225786573,9140,8999
332263,Hwy 33,highway,paved,2,33,907.4204,907.4203728527613,9006,9104
664989,NA,unclassified,rough,2,NA,108.6422,108.64215469957712,9014,9018
657572,NA,unclassified,rough,2,NA,540.0601,540.0601473293044,9021,9041
651303,NA,unclassified,rough,2,NA,604.487,604.4870082010319,9024,9017
655750,NA,unclassified,rough,2,NA,59.6367,59.63668898354561,9020,9022
814099,NA,unclassified,rough,2,NA,26.1732,26.173163915582375,9022,9024
656364,NA,unclassified,rough,2,NA,213.6478,213.6477533800146,9021,9023
656382,NA,unclassified,rough,2,NA,164.7868,164.78682956623743,9023,9035
656130,NA,unclassified,loose,1,NA,338.8611,338.8610888906168,9061,9032
656290,NA,unclassified,rough,2,NA,216.5757,216.57569399818527,9051,9038
688025,NA,unclassified,rough,2,NA,1.9997,1.9996889757550043,9050,9051
655924,NA,unclassified,loose,2,NA,53.3725,53.372526456384,9067,9061
544605,Hydraulic Lake Rd,local,loose,2,NA,135.9806,135.9805766192286,9074,9064
544604,Hydraulic Lake Rd,local,loose,2,NA,680.8398,680.8398181700529,9124,9074
